47.703 249.562    0.024 20 560 1984.293
132.900 461.320    0.063 25 844 2125.268
592.704 1736.438    0.266 40 1000 2224.684
1906.624 5585.812    0.703 60 1000 2713.125
4410.944 12922.688    1.592 80 1000 2771.217
8489.664 24872.062    3.168 100 1000 2679.473
14526.784 42558.938    5.434 120 1000 2673.244
