2.010 249.562    0.026 20 314 76.465
5.912 461.320    0.070 25 473 83.866
51.200 1736.438    0.524 40 1000 97.724
172.800 5585.812    1.608 60 1000 107.435
409.600 12922.688    3.632 80 1000 112.768
800.000 24872.062    6.852 100 1000 116.758
1382.400 42558.938   11.609 120 1000 119.081
