3.584 249.562    0.010 20 560 358.400
10.550 461.320    0.040 25 844 263.750
51.200 1736.438    0.230 40 1000 222.609
172.800 5585.812    0.800 60 1000 216.000
409.600 12922.688    1.890 80 1000 216.720
800.000 24872.062    3.620 100 1000 220.994
1382.400 42558.938    6.610 120 1000 209.138
