0.003 8.039    0.203 5 1000 0.014
0.014 40.500    0.568 10 1000 0.024
0.039 115.148    1.599 15 1000 0.025
0.085 249.562    3.597 20 1000 0.024
0.157 461.320    6.697 25 1000 0.024
0.262 768.000   11.306 30 1000 0.023
0.405 1187.180   18.038 35 1000 0.022
0.593 1736.438   26.886 40 1000 0.022
