       3.375     12.796 0 # matmult_gpu4
      13.500    100.883 0 # matmult_gpu4
      30.375    325.251 0 # matmult_gpu4
      54.000    750.814 0 # matmult_gpu4
     131.836   2726.455 0 # matmult_gpu4
     243.844   6472.434 0 # matmult_gpu4
     360.375  10912.797 0 # matmult_gpu4
     937.500  35532.890 0 # matmult_gpu4
    1464.844  57664.099 0 # matmult_gpu4
    3037.500  85083.200 0 # matmult_gpu4
    5400.000 119504.182 0 # matmult_gpu4
   12489.844 186512.579 0 # matmult_gpu4
   15000.000 199776.635 0 # matmult_gpu4
   23437.500 238155.459 0 # matmult_gpu4
   33750.000 253165.183 0 # matmult_gpu4
   52734.375 283889.994 0 # matmult_gpu4
   93750.000 283125.933 248 # matmult_gpu4
  210937.500 292825.061 2752 # matmult_gpu4
  375000.000 308949.404 16000 # matmult_gpu4
  843750.000 318393.678 81408 # matmult_gpu4
 1148437.500 317634.831 196608 # matmult_gpu4
 1500000.000 325116.049 561152 # matmult_gpu4
