       3.375     12.687 43272 # matmult_gpu5
      13.500     96.047 0 # matmult_gpu5
      30.375    321.945 1.36705e+07 # matmult_gpu5
      54.000    773.379 0 # matmult_gpu5
     131.836   2992.973 7.18108e+08 # matmult_gpu5
     243.844   7170.732 1.30715e+09 # matmult_gpu5
     360.375  12231.699 7.08076e+09 # matmult_gpu5
     937.500  41757.042 1728 # matmult_gpu5
    1464.844  67805.458 3.57612e+11 # matmult_gpu5
    3037.500 101089.399 18768 # matmult_gpu5
    5400.000 134874.334 71760 # matmult_gpu5
   12489.844 219835.202 7.75979e+13 # matmult_gpu5
   15000.000 226661.817 709024 # matmult_gpu5
   23437.500 299764.229 1.62602e+06 # matmult_gpu5
   33750.000 311004.487 3.77411e+06 # matmult_gpu5
   52734.375 408051.068 1.89422e+15 # matmult_gpu5
   93750.000 403521.444 4.06444e+07 # matmult_gpu5
  210937.500 518348.481 3.17958e+08 # matmult_gpu5
  375000.000 505573.723 9.47132e+08 # matmult_gpu5
  843750.000 553358.149 1.24898e+11 # matmult_gpu5
 1148437.500 645599.752 2.40239e+11 # matmult_gpu5
 1500000.000 582665.436 5.14605e+11 # matmult_gpu5
