       3.375     12.355 0 # matmult_gpu4
      13.500     86.897 0 # matmult_gpu4
      30.375    293.179 0 # matmult_gpu4
      54.000    657.623 0 # matmult_gpu4
     131.836   2109.910 0 # matmult_gpu4
     243.844   5225.213 0 # matmult_gpu4
     360.375   8315.608 0 # matmult_gpu4
     937.500  25293.162 0 # matmult_gpu4
    1464.844  37438.675 0 # matmult_gpu4
    3037.500  66871.224 0 # matmult_gpu4
    5400.000 106547.485 0 # matmult_gpu4
   12489.844 157073.411 0 # matmult_gpu4
   15000.000 171494.958 0 # matmult_gpu4
   23437.500 235000.214 0 # matmult_gpu4
   33750.000 247325.288 0 # matmult_gpu4
   52734.375 268841.779 0 # matmult_gpu4
   93750.000 269540.926 248 # matmult_gpu4
  210937.500 269156.502 2752 # matmult_gpu4
  375000.000 271330.435 16000 # matmult_gpu4
  843750.000 279350.962 81408 # matmult_gpu4
 1148437.500 281155.862 196608 # matmult_gpu4
 1500000.000 285806.346 561152 # matmult_gpu4
