       3.375     13.809 0 # matmult_gpu4
      13.500    108.964 0 # matmult_gpu4
      30.375    350.192 0 # matmult_gpu4
      54.000    798.566 0 # matmult_gpu4
     131.836   2996.058 0 # matmult_gpu4
     243.844   7241.827 0 # matmult_gpu4
     360.375  12220.997 0 # matmult_gpu4
     937.500  38916.457 0 # matmult_gpu4
    1464.844  62691.594 0 # matmult_gpu4
    3037.500 103769.159 0 # matmult_gpu4
    5400.000 140633.854 0 # matmult_gpu4
   12489.844 246871.060 0 # matmult_gpu4
   15000.000 280477.406 0 # matmult_gpu4
   23437.500 331180.818 0 # matmult_gpu4
   33750.000 359226.237 0 # matmult_gpu4
   52734.375 397175.828 0 # matmult_gpu4
   93750.000 407754.947 248 # matmult_gpu4
  210937.500 410868.284 2752 # matmult_gpu4
  375000.000 426338.163 16000 # matmult_gpu4
  843750.000 438119.481 81408 # matmult_gpu4
 1148437.500 443187.442 196608 # matmult_gpu4
 1500000.000 452935.753 561152 # matmult_gpu4
