       3.375     13.386 0 # matmult_gpu2
      13.500    104.508 0 # matmult_gpu2
      30.375    341.081 0 # matmult_gpu2
      54.000    758.838 0 # matmult_gpu2
     131.836   2926.071 0 # matmult_gpu2
     243.844   6922.049 0 # matmult_gpu2
     360.375  11637.495 0 # matmult_gpu2
     937.500  35854.188 0 # matmult_gpu2
    1464.844  61813.983 0 # matmult_gpu2
    3037.500  79935.852 0 # matmult_gpu2
    5400.000  78670.581 0 # matmult_gpu2
   12489.844 186948.147 0 # matmult_gpu2
   15000.000 104498.147 0 # matmult_gpu2
   23437.500 178133.775 0 # matmult_gpu2
   33750.000 121184.070 0 # matmult_gpu2
   52734.375 291096.761 0 # matmult_gpu2
   93750.000 134948.582 248 # matmult_gpu2
  210937.500 236508.343 2752 # matmult_gpu2
  375000.000 145340.892 16000 # matmult_gpu2
  843750.000 148859.273 81408 # matmult_gpu2
 1148437.500 250974.329 196608 # matmult_gpu2
 1500000.000 151259.839 561152 # matmult_gpu2
