       3.375     12.865 0 # matmult_gpu4
      13.500     98.271 0 # matmult_gpu4
      30.375    305.360 0 # matmult_gpu4
      54.000    684.953 0 # matmult_gpu4
     131.836   2432.119 0 # matmult_gpu4
     243.844   5478.215 0 # matmult_gpu4
     360.375   8413.199 0 # matmult_gpu4
     937.500  27615.397 0 # matmult_gpu4
    1464.844  38169.735 0 # matmult_gpu4
    3037.500  58876.485 0 # matmult_gpu4
    5400.000  83582.378 0 # matmult_gpu4
   12489.844 122733.466 0 # matmult_gpu4
   15000.000 135009.114 0 # matmult_gpu4
   23437.500 157454.756 0 # matmult_gpu4
   33750.000 173808.459 0 # matmult_gpu4
   52734.375 163285.767 0 # matmult_gpu4
   93750.000 203138.980 248 # matmult_gpu4
  210937.500 237147.636 2752 # matmult_gpu4
  375000.000 252617.991 16000 # matmult_gpu4
  843750.000 267546.302 81408 # matmult_gpu4
 1148437.500 257537.303 196608 # matmult_gpu4
 1500000.000 245993.090 561152 # matmult_gpu4
