       1.500      3.846 0 # matmult_gpu3
       6.000     29.599 0 # matmult_gpu3
      24.000    225.898 0 # matmult_gpu3
      96.000   1712.485 0 # matmult_gpu3
     150.000   3222.700 0 # matmult_gpu3
     337.500   9772.245 0 # matmult_gpu3
     600.000  20416.537 0 # matmult_gpu3
     937.500  34671.404 0 # matmult_gpu3
    1350.000  52101.315 0 # matmult_gpu3
    2400.000  72278.749 0 # matmult_gpu3
    5953.500 128877.276 0 # matmult_gpu3
   12973.500 178887.377 0 # matmult_gpu3
   15000.000 203316.568 0 # matmult_gpu3
   23437.500 237506.024 0 # matmult_gpu3
   33750.000 239850.048 0 # matmult_gpu3
   53016.000 258433.983 0 # matmult_gpu3
   93750.000 286387.114 248 # matmult_gpu3
  210937.500 295651.357 2752 # matmult_gpu3
  375000.000 314923.189 16000 # matmult_gpu3
  843750.000 324233.970 81408 # matmult_gpu3
 1148437.500 320609.919 196608 # matmult_gpu3
 1500000.000 329572.794 561152 # matmult_gpu3
