       3.375     13.086 0 # matmult_gpu5
      13.500    104.288 0 # matmult_gpu5
      30.375    337.283 0 # matmult_gpu5
      54.000    778.635 0 # matmult_gpu5
     131.836   2925.596 2.87246e+08 # matmult_gpu5
     243.844   6943.485 2.7091e+09 # matmult_gpu5
     360.375  11762.813 176 # matmult_gpu5
     937.500  39476.391 1728 # matmult_gpu5
    1464.844  59874.110 2.41758e+11 # matmult_gpu5
    3037.500  92482.069 18768 # matmult_gpu5
    5400.000 122027.568 71760 # matmult_gpu5
   12489.844 180141.828 5.17319e+13 # matmult_gpu5
   15000.000 188424.288 709024 # matmult_gpu5
   23437.500 240855.591 1.62602e+06 # matmult_gpu5
   33750.000 243131.483 3.77411e+06 # matmult_gpu5
   52734.375 308236.174 1.19253e+07 # matmult_gpu5
   93750.000 289179.694 4.06444e+07 # matmult_gpu5
  210937.500 330842.600 3.17958e+08 # matmult_gpu5
  375000.000 336239.575 9.47132e+08 # matmult_gpu5
  843750.000 355933.306 1.24898e+11 # matmult_gpu5
 1148437.500 367836.646 2.40239e+11 # matmult_gpu5
 1500000.000 366525.185 5.14605e+11 # matmult_gpu5
