       3.375     13.120 0 # matmult_gpu4
      13.500    103.637 0 # matmult_gpu4
      30.375    334.670 0 # matmult_gpu4
      54.000    768.519 0 # matmult_gpu4
     131.836   2852.618 0 # matmult_gpu4
     243.844   6812.548 0 # matmult_gpu4
     360.375  11572.314 0 # matmult_gpu4
     937.500  38644.282 0 # matmult_gpu4
    1464.844  58393.934 0 # matmult_gpu4
    3037.500  90524.686 0 # matmult_gpu4
    5400.000 124322.172 0 # matmult_gpu4
   12489.844 181175.538 0 # matmult_gpu4
   15000.000 202194.348 0 # matmult_gpu4
   23437.500 245823.124 0 # matmult_gpu4
   33750.000 249152.282 0 # matmult_gpu4
   52734.375 284036.919 0 # matmult_gpu4
   93750.000 289331.724 248 # matmult_gpu4
  210937.500 312448.209 2752 # matmult_gpu4
  375000.000 323947.752 16000 # matmult_gpu4
  843750.000 330408.725 81408 # matmult_gpu4
 1148437.500 327479.082 196608 # matmult_gpu4
 1500000.000 334209.811 561152 # matmult_gpu4
