       3.375     12.548 0 # matmult_gpu4
      13.500     97.211 0 # matmult_gpu4
      30.375    309.878 0 # matmult_gpu4
      54.000    702.417 0 # matmult_gpu4
     131.836   2554.373 0 # matmult_gpu4
     243.844   6054.559 0 # matmult_gpu4
     360.375   9661.195 0 # matmult_gpu4
     937.500  31461.983 0 # matmult_gpu4
    1464.844  50186.989 0 # matmult_gpu4
    3037.500  68376.168 0 # matmult_gpu4
    5400.000  95005.289 0 # matmult_gpu4
   12489.844 165792.381 0 # matmult_gpu4
   15000.000 142834.814 0 # matmult_gpu4
   23437.500 135204.953 0 # matmult_gpu4
   33750.000 173912.088 0 # matmult_gpu4
   52734.375 195264.340 0 # matmult_gpu4
   93750.000 221097.538 248 # matmult_gpu4
  210937.500 242966.774 2752 # matmult_gpu4
  375000.000 255288.293 16000 # matmult_gpu4
  843750.000 268658.255 81408 # matmult_gpu4
 1148437.500 271704.713 196608 # matmult_gpu4
 1500000.000 276575.492 561152 # matmult_gpu4
