       1.500      1.227 0 # matmult_gpulib
       6.000      9.842 0 # matmult_gpulib
      24.000     78.104 0 # matmult_gpulib
      96.000    615.015 0 # matmult_gpulib
     150.000   1195.595 0 # matmult_gpulib
     337.500   3993.624 0 # matmult_gpulib
     600.000   9166.642 0 # matmult_gpulib
     937.500  17130.498 0 # matmult_gpulib
    1350.000  28521.518 0 # matmult_gpulib
    2400.000  51139.336 0 # matmult_gpulib
    5953.500 128705.118 0 # matmult_gpulib
   12973.500 246534.770 0 # matmult_gpulib
   15000.000 286364.962 0 # matmult_gpulib
   23437.500 415022.542 0 # matmult_gpulib
   33750.000 514186.677 0 # matmult_gpulib
   53016.000 682165.477 0 # matmult_gpulib
   93750.000 909579.434 248 # matmult_gpulib
  210937.500 1356184.667 2752 # matmult_gpulib
  375000.000 1752043.150 16000 # matmult_gpulib
  843750.000 2448921.308 81408 # matmult_gpulib
 1148437.500 2780643.267 196608 # matmult_gpulib
 1500000.000 3092505.879 561152 # matmult_gpulib
