       3.375     12.988 0 # matmult_gpu5
      13.500    100.485 0 # matmult_gpu5
      30.375    299.828 2.39072e+07 # matmult_gpu5
      54.000    686.907 4.29262e+07 # matmult_gpu5
     131.836   2491.980 6.69806e+08 # matmult_gpu5
     243.844   5804.642 4.24806e+09 # matmult_gpu5
     360.375  10142.339 1.42527e+09 # matmult_gpu5
     937.500  32512.396 1.15575e+11 # matmult_gpu5
    1464.844  55053.241 8.22384e+10 # matmult_gpu5
    3037.500  76695.957 2.22115e+12 # matmult_gpu5
    5400.000 106313.666 71760 # matmult_gpu5
   12489.844 148054.883 1.80912e+13 # matmult_gpu5
   15000.000 183068.291 709024 # matmult_gpu5
   23437.500 221260.645 3.69268e+14 # matmult_gpu5
   33750.000 232203.559 6.05934e+14 # matmult_gpu5
   52734.375 275407.337 4.81896e+14 # matmult_gpu5
   93750.000 286532.517 7.87511e+15 # matmult_gpu5
  210937.500 332808.975 2.99026e+16 # matmult_gpu5
  375000.000 339374.064 9.47132e+08 # matmult_gpu5
  843750.000 359870.892 1.93864e+18 # matmult_gpu5
 1500000.000 372168.040 5.14605e+11 # matmult_gpu5
