       3.375   6579.686 0 # matmult_lib
      13.500  15624.027 0 # matmult_lib
      30.375  20043.087 0 # matmult_lib
      54.000  23697.130 0 # matmult_lib
     131.836  23407.836 0 # matmult_lib
     243.844  25532.921 0 # matmult_lib
     360.375  27035.947 0 # matmult_lib
     937.500  28740.472 0 # matmult_lib
    1464.844  29263.333 0 # matmult_lib
    3037.500  30792.119 0 # matmult_lib
    5400.000  31192.610 0 # matmult_lib
   12489.844  31860.058 0 # matmult_lib
   15000.000  31831.320 0 # matmult_lib
   23437.500  31997.953 0 # matmult_lib
   33750.000  31940.123 0 # matmult_lib
   52734.375  31868.696 0 # matmult_lib
   93750.000  32154.960 0 # matmult_lib
  210937.500  32364.167 0 # matmult_lib
  375000.000  32517.459 0 # matmult_lib
  585937.500  32493.743 0 # matmult_lib
  843750.000  32547.291 0 # matmult_lib
 1148437.500  32426.482 0 # matmult_lib
 1500000.000  32763.649 0 # matmult_lib
