       3.375     13.346 0 # matmult_gpu4
      13.500    104.253 0 # matmult_gpu4
      30.375    338.438 0 # matmult_gpu4
      54.000    775.504 0 # matmult_gpu4
     131.836   2915.222 0 # matmult_gpu4
     243.844   6899.660 0 # matmult_gpu4
     360.375  11786.677 0 # matmult_gpu4
     937.500  38827.709 0 # matmult_gpu4
    1464.844  58426.157 0 # matmult_gpu4
    3037.500  89396.091 0 # matmult_gpu4
    5400.000 123586.919 0 # matmult_gpu4
   12489.844 179609.432 0 # matmult_gpu4
   15000.000 200128.412 0 # matmult_gpu4
   23437.500 243579.940 0 # matmult_gpu4
   33750.000 245913.006 0 # matmult_gpu4
   52734.375 280792.348 0 # matmult_gpu4
   93750.000 286773.224 248 # matmult_gpu4
  210937.500 309664.340 2752 # matmult_gpu4
  375000.000 320942.308 16000 # matmult_gpu4
  843750.000 327020.726 81408 # matmult_gpu4
 1148437.500 323683.418 196608 # matmult_gpu4
 1500000.000 330824.091 561152 # matmult_gpu4
