47.703 249.562    0.008 20 560 6067.515
132.900 461.320    0.014 25 844 9360.450
1199.040 1736.438    0.082 40 2023 14653.468
3455.582 3295.500    0.202 50 3072 17147.256
8253.775 5585.812    0.441 60 4329 18718.692
32843.889 12922.688    1.698 80 7446 19345.729
96349.197 24872.062    4.973 100 11349 19376.383
232733.606 42558.938   12.530 120 16021 18573.488
