8.518 249.562    0.124 20 100 68.564
112.486 3295.500    0.133 50 100 848.302
848.966 24872.062    0.197 100 100 4305.828
6593.926 193181.438    0.680 200 100 9697.377
22034.886 645553.312    2.155 300 100 10224.232
51971.846 1522612.750    4.781 400 100 10870.320
108637.395 3182736.250    9.972 512 100 10893.857
211687.430 6201780.000   19.339 640 100 10946.397
382569.414 11208088.000   35.209 780 100 10865.798
