85.184 249.562    0.027 20 1000 3152.747
157.464 461.320    0.049 25 1000 3227.405
592.704 1736.438    0.185 40 1000 3198.624
1906.624 5585.812    0.580 60 1000 3286.664
4410.944 12922.688    1.379 80 1000 3199.293
8489.664 24872.062    2.520 100 1000 3369.294
14526.784 42558.938    4.939 120 1000 2941.197
