47.703 249.562    0.020 20 560 2385.152
132.900 461.320    0.050 25 844 2657.992
1199.040 1736.438    0.510 40 2023 2351.059
3455.582 3295.500    1.550 50 3072 2229.408
8253.775 5585.812    3.750 60 4329 2201.007
32843.889 12922.688   15.500 80 7446 2118.961
84896.640 24872.062   41.430 100 10000 2049.159
145267.840 42558.938   90.870 120 10000 1598.634
