1 32.347 
2 17.014 
3 11.072 
4 7.953 
5 5.977 
6 4.579 
7 3.533 
8 2.730 
9 2.105 
10 1.618 
11 1.238 
12 0.944 
13 0.718 
14 0.544 
15 0.411 
16 0.310 
17 0.234 
18 0.176 
19 0.132 
20 0.099 
21 0.075 
22 0.056 
23 0.042 
24 0.032 
25 0.024 
26 0.018 
27 0.013 
28 0.010 
